UID,Description,Category
1be184d8e711400f9f700e0749cab0aa,SHIMANO RX010 Clincher Disc Brake Quick Release Front Wheel,FRONT-WHEEL
95d14d7c21dd439cbfd156a0cec24b1b,SHIMANO RX830 Tubeless Disc Brake Quick Release Front Wheel,FRONT-WHEEL
c88840f936364ff2b81b9bb03ab2383f,SHIMANO TIAGRA Clincher Round Spoke Front Wheel,FRONT-WHEEL
71c8c43d8fd1456581a65dabb3e304ff,SHIMANO 105 Tubeless Disc Brake Front Wheel,FRONT-WHEEL
86cf99f2542d4f98a06143b964ae20ce,SHIMANO RS100 Clincher Front Wheel,FRONT-WHEEL
a0188ee8f8744ba89a4949faea3b2ae1,SHIMANO 105 Clincher 30 mm Front Wheel,FRONT-WHEEL
8a36c31f28364afe88ad6c80d5a71843,SHIMANO 105 Clincher Disc Brake Front Wheel,FRONT-WHEEL
faa3c9c9146f43439f8a40f3f790ac12,SHIMANO 105 Clincher 24 mm Front Wheel,FRONT-WHEEL
4a9977dba43349638f8d2f1b35eb1429,SHIMANO ULTEGRA Tubeless 30 mm Front Wheel,FRONT-WHEEL
77532d9175b9478f98ff4c713ae34fc9,SHIMANO ULTEGRA Tubeless 24 mm Front Wheel,FRONT-WHEEL
0940ba32b0f9435ca8056ffa2845d115,SHIMANO DURA-ACE C24 Tubular Front Wheel,FRONT-WHEEL
d67ae2eef4954f378b3b3c97a1a55578,SHIMANO DURA-ACE C24 Clincher Front Wheel,FRONT-WHEEL
86fe6ed2a385451a949a1f20ed69d35e,SHIMANO DURA-ACE C40 Clincher Front Wheel,FRONT-WHEEL
2950933e29e14cd3803a68f0220eac8d,SHIMANO DURA-ACE C40 Tubular Front Wheel,FRONT-WHEEL
78ae973e87184a88a3240794d52554f6,SHIMANO DURA-ACE C60 Clincher Front Wheel,FRONT-WHEEL
610a8413f697425da965f8f572b8eae5,SHIMANO DURA-ACE C60 Tubular Front Wheel,FRONT-WHEEL
18330fe9b0544bc9b0f191e37a62e4c9,SHIMANO DURA-ACE C40 Tubeless Disc Brake Front Wheel,FRONT-WHEEL
1ac7957da6b244e7b2d49535c50784ee,SHIMANO DURA-ACE C40 Tubular Disc Brake Front Wheel,FRONT-WHEEL
d56cae5776a54979b42d05f1cb571413,SHIMANO DURA-ACE C60 Tubular Disc Brake Front Wheel,FRONT-WHEEL
459335263d9148ccaa6ddc66e197c527,SHIMANO DEORE XT 27.5 Tubeless 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
84df1cbdf3a24cbf88af3042534fd0dc,SHIMANO DEORE XT 29 Tubeless Quick Release Front Wheel,FRONT-WHEEL
e7a919e17eb54685a13b86c6b96e0a13,SHIMANO DEORE XT 29 Tubeless 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
1f4456a1f0b94e299bf7d6266c3f1261,SHIMANO DEORE XT 27.5 Tubeless 110x15 mm Thru Axle Front Wheel,FRONT-WHEEL
7a47f4ab33d24d3f9df81179d6c05ba0,SHIMANO DEORE XT 29 Tubeless 110x15 mm Thru Axle Front Wheel,FRONT-WHEEL
f1aee91bb4c443129b723b4d89df8ff7,SHIMANO DEORE XT 27.5 Trail Tubeless 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
2a7c92ee2dd344efb2870738510326a5,SHIMANO DEORE XT 29 Trail Tubeless 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
59c64152935e46e493b51fee23006f1f,"SHIMANO DEORE XT Tubeless 110x15 mm Thru Axle Front Wheel,27.5",FRONT-WHEEL
6012881d3f254cb3b06a7abb58e32e24,"SHIMANO DEORE XT Tubeless 110x15 mm Thru Axle Front Wheel,29",FRONT-WHEEL
3cb746ca92354ed0b8747fdd977ae39d,"SHIMANO DEORE XT Trail Tubeless 110x15 mm Thru Axle Front Wheel,27.5",FRONT-WHEEL
8b97f8a1ba2743008e9749e3559dbc6d,"SHIMANO DEORE XT Trail Tubeless 110x15 mm Thru Axle Front Wheel,29",FRONT-WHEEL
f0e6253d1e0c4ef2b89110b12eddbacc,SHIMANO XTR 29 Carbon Laminate Tubeless 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
5537c1660e3b47f29fde2640a420a5cc,SHIMANO XTR 29 Carbon Tubular 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
2875065bed1b42efa468a435cd5c6dd8,SHIMANO XTR 29 Trail Carbon Laminate Tubeless 100x15 mm Thru Axle Front Wheel,FRONT-WHEEL
7e479d8490a34b81aa6601ffd57cb882,"Quality Wheels WTB Road Plus Front wheel - 650b,Center-Lock,Black",FRONT-WHEEL
7f65068543d742f8b2e5b8754714382a,"Quality Wheels Velocity Aileron Disc Front wheel - 700,Center-Lock,Black",FRONT-WHEEL
7b1118507f6446fcbc235a8959fcd926,"Quality Wheels Tandem Front Wheel - 26,6-Bolt Disc,Rim Brake,HG 10,Black,Clincher",FRONT-WHEEL
3f3bdadd88be49cba7637f74bcd11221,"Quality Wheels WTB DX17 Hybrid Front Wheel - 700,Rim Brake,HG 10,Black,Clincher",FRONT-WHEEL
3a36f36b9bd6409dae941a7ae84a9cb4,"Quality Wheels Value HD Series Disc Front Wheel - 700,Center-Lock,HG 10,Black",FRONT-WHEEL
dc8d7495c3dd43d8b0cd540b545640be,"Quality Wheels Value HD Series Disc Front Wheel - 26,Center-Lock,HG 10,Black",FRONT-WHEEL
cc7cb78e84b04ca381752a259e97e374,"Quality Wheels Value Double Wall Series Front Wheel - 700,Rim Brake,HG 10 - WE1224",FRONT-WHEEL
3e0a5de9338a48f883685aad3e67f564,"Quality Wheels Value Double Wall Series Front Wheel - 700,Rim Brake,HG 10 - WE1227",FRONT-WHEEL
a4eaeea48cb94973afb83c37c6d24760,"Quality Wheels Value Double Wall Series Front Wheel - 26,QR x 100mm",FRONT-WHEEL
bd87834e842a44a381772fe3dfbec37d,"Quality Wheels Value Double Wall Series Front Wheel - 26,9x1 Threaded x 100mm",FRONT-WHEEL
227d53fb54ee41238d03160a42f3ae7e,"Quality Wheels Value Double Wall Series Disc Front Wheel - 700,Center-Lock,HG 11",FRONT-WHEEL
d8951a709e974c4b856c34f8e27863c7,"Quality Wheels Tiagra or lDA22 Front Wheel - 700,Rim Brake,HG 11,Black,Clincher",FRONT-WHEEL
77c98757714b4da887184b431c644a68,"Quality Wheels Tiagra or lDA22 Front Wheel - 700,Rim Brake,HG 11,Silver,Clincher",FRONT-WHEEL
496f13a8cfe24ca7895f5b3d3662eb82,"Quality Wheels 105 or lR460 Front Wheel - 700,Rim Brake,HG 11,Black,Clincher",FRONT-WHEEL
d5a3691b563c455ea9b350dc4a941d65,"Quality Wheels 105 or lA23 Front Wheel - 700,Rim Brake,HG 11,Black,Clincher",FRONT-WHEEL
4a84066aae0e4a89aa003476ece7dfcf,"Quality Wheels 105 or lA23 Front Wheel - 650c,Rim Brake,HG 11,Black,Clincher",FRONT-WHEEL
6ce80ce384f14b35b8ad505f23ff7893,"Quality Wheels WTB ST Light i29 Front Wheel - 29,Center-Lock,XD,Black",FRONT-WHEEL
7d660b7b95344d3aa732812447e73fc9,"Quality Wheels WTB ST Light i29 Front Wheel - 29,Center-Lock,HG 11,Black",FRONT-WHEEL
195ca4b566454625a4ccffe22798029c,"Quality Wheels WTB ST Light i29 Front Wheel - 27.5+,Center-Lock,XD,Black",FRONT-WHEEL
77351c1d092949f6b8e37cf4563b2163,"Quality Wheels WTB ST Light i29 Front Wheel - 27.5,Center-Lock,XD,Black",FRONT-WHEEL
7f8ea8a39307402faaea9172db76993b,"Quality Wheels WTB ST i23 TCS Disc Front Wheel - 29 6-Bolt,HG 10,Black",FRONT-WHEEL
c25e66b896ec4983b5c13f01ac79b7f7,"Quality Wheels WTB ST i23 TCS Disc Front Wheel - 27.5,6-Bolt,HG 10,Black",FRONT-WHEEL
54c5581bd6774440a8fb71be8f6bb576,"Quality Wheels WTB ST i23 TCS Disc Front Wheel - 27.5,Center-Lock,HG 10,Black",FRONT-WHEEL
c5755a73a36d4e7997453ac97e7e7779,"Quality Wheels WTB ST i23 TCS Disc Front Wheel - 26,6-Bolt,HG 10,Black",FRONT-WHEEL
6f6fb1a5254e407e88ea20c7384c1d2e,"Quality Wheels Value HD Series Front Wheel,Rim Brake,HG 10,Black",FRONT-WHEEL
5df6d6b1680a4b90b309a2c9f38bc626,"Quality Wheels SLX or lWTB ST Light i29 Front Wheel,Super Boost,Center-Lock",FRONT-WHEEL
e6e39f7155b141269073fed8fdcd9b43,"Quality Wheels SLX or lWTB ST Light i29 Front Wheel Super Boost,Center-Lock",FRONT-WHEEL
4a605afde8514198b59781e352bf1035,"Quality Wheels Shimano SLX or lDT E532 Front Wheel,Micro Spline,Black",FRONT-WHEEL
d606bdbbcc0647c4ac6c499574c7c818,"Quality Wheels Shimano SLX or lDT E532 Front Wheel,Center-Lock,Micro Spline",FRONT-WHEEL
21085e3e26294a26b991c5b5f214738f,"Quality Wheels MTB E-Bike Alex EM30 Disc Front Wheel,Center-Lock,29""",FRONT-WHEEL
d3b9817468674299b0e5e45d8b0d7b6e,"Quality Wheels MTB E-Bike Alex EM30 Disc Front Wheel,Center-Lock,27.5""",FRONT-WHEEL
f7c728c609764daf8c6b0db7c4b05be5,"Quality Wheels DT 370 or lWTB KOM i29 Front Wheel,6-Bolt,HG 11,Black",FRONT-WHEEL
2e60733f9d684e32b6c148fafd851a90,"Quality Wheels DT 370 or lWTB KOM i29 Front wheel,6-Bolt,XD,Black",FRONT-WHEEL
bf2bbb2a3c37419e9749211982b21e41,"DT Swiss T 1800 Front Wheel - 700,9mm x 100mm,Black",FRONT-WHEEL
2f140093a1fb433da462d56e8f19c15a,DT Swiss RR21 Dicut Clincher Front Wheel,FRONT-WHEEL
3e9275525845443a9b85dd6bbe912760,DT Swiss R20 Dicut 700c Front Wheel,FRONT-WHEEL
fabff41f285e4fb791c65b8466d71695,"DT Swiss PRC 1400 Spline Front Wheel - 700,QR x 100mm,Rim Brake,Black",FRONT-WHEEL
615405a257494ca0994413783d9dd943,"DT Swiss PRC 1400 Spline Front Wheel - 700,12/15 x 100mm,6-Bolt /Center-Lock,Black",FRONT-WHEEL
6e298950d5914f8bad94b600a6d6e48d,"DT Swiss PR 1600 Spline 32 Front Wheel - 700,QR x 100mm,Rim Brake,Black",FRONT-WHEEL
56a41438166a405ab38dc457c9075500,"DT Swiss PR 1600 Spline 23 Front Wheel - 700,QR x 100mm,Rim Brake,Black",FRONT-WHEEL
33079e8b09f140289d657375fbee38dc,"DT Swiss PR 1400 DICUT OXiC Front Wheel - 700,QR x 100mm,Rim Brake,Black,32mm",FRONT-WHEEL
a4b2aa17e8244932b87822eec636fa31,"DT Swiss PR 1400 DICUT OXiC Front Wheel - 700,QR x 100mm,Rim Brake,Black,21mm",FRONT-WHEEL
a0c3014fefb34897b613463521bf0d7c,"DT Swiss P 1800 Spline Front Wheel - 700,QR x 100mm,Rim Brake,Black",FRONT-WHEEL
85d9f2a7ce094723833a5379b055659b,"DT Swiss HGC 1400 Spline 42 Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
d7f7f53c264344d68391cd064869579d,"DT Swiss HG 1800 Spline 25 Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
7e5cc2e7f1cd4e54a9573924607d3f24,"DT Swiss HG 1800 Spline 25 Front Wheel - 650b,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
482b71b8dccb48c6bba5a01c0ac326c3,"DT Swiss HEC 1400 Spline 62 Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
26d237d3fdc8411b9b5111afd3bdb853,"DT Swiss HEC 1400 Spline 47 Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
a0260a7db8934753b3808debbcd35b61,"DT Swiss HE 1800 Spline 32 Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
4c9809e1780249be808752a6ec642281,"DT Swiss GRC 1400 Front Wheel - 700,12/QR x 100mm,Center-Lock/6-Bolt,Black",FRONT-WHEEL
86707c887cc74301a1364d24242dce1f,"DT Swiss GRC 1400 Front Wheel - 650b,12/QR x 100mm,Center-Lock/6-Bolt,Black",FRONT-WHEEL
d4a248554ee84b9dad150c721a6d4191,"DT Swiss GR 1600 Front Wheel - 700,12/QR x 100mm,Center-Lock/6-Bolt,Black",FRONT-WHEEL
49f85a39ff924a689ebc8b76392c25dc,"DT Swiss GR 1600 Front Wheel - 650b,12/QR x 100mm,Center-Lock/6-Bolt,Black",FRONT-WHEEL
9674df3ab1f140aebfc27ae36af186a0,"DT Swiss G 1800 Front Wheel - 700,12/QR x 100mm,Center-Lock/6-Bolt,Black",FRONT-WHEEL
e1382997973046a093f6cfdd157c9f61,"DT Swiss G 1800 Front Wheel - 650b,12/QR x 100mm,Center-Lock/6-Bolt,Black",FRONT-WHEEL
ad96da10de8244e998d24d8b9c8624ec,"DT Swiss ERC 1400 Spline Front Wheel - 700,12 x 100mm,6-Bolt /Center-Lock,Black",FRONT-WHEEL
70905c51f3874427af6a857a2aead60d,"DT Swiss ERC 1100 DiCut 47 Front Wheel - 700,12/QR x 100mm,6-Bolt /Center-Lock,Black",FRONT-WHEEL
ac10b0ad2d604c44b1c711aad7ce7a88,"DT Swiss ER 1600 Spline 32 Front Wheel - 700,12/15/QR x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
559b24ddec0749bf8245c0c91e21329e,"DT Swiss ER 1600 Spline 23 Front Wheel - 700,12/15/QR x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
f61254ff93894877bf449e497aba3984,"DT Swiss CRC 1400 Spline Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
9a7316db0d0440eda7fa8274186ec1d8,"DT Swiss CR 1600 Spline Front Wheel - 700,12/15/QR x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
c96b88f8ee094ba1bdb13175bfc7c476,"DT Swiss C 1800 Spline Front Wheel - 700,12 x 100mm,Center-Lock,Black",FRONT-WHEEL
a4eafe651e9a49a9b985348eed8fe8ac,"DT Swiss ARC1400 DiCut Front Wheel - 80mm,700c,12 x 100mm,Centerlock,Black",FRONT-WHEEL
84ba3a93c79f4813a8a1a0e45116da88,"DT Swiss ARC1400 DiCut Front Wheel - 62mm,700c,12 x 100mm,Centerlock,Black",FRONT-WHEEL
45956b58b4a14b0a8e29297682c2a9d9,"DT Swiss ARC1400 DiCut Front Wheel - 50mm,700c,12 x 100mm,Centerlock,Black",FRONT-WHEEL
0c287d56912e42d49cfe91d19f2709d8,"DT Swiss ARC1100 DiCut Front Wheel - 62mm,700c,12 x 100mm,Centerlock,Black",FRONT-WHEEL
9d8ffe4f013048f7ba974467835aebee,"DT Swiss ARC1100 DiCut Front Wheel - 50mm,700c,12 x 100mm,Centerlock,Black",FRONT-WHEEL
dcd8111ff7f649ceac5cb13c2e58e710,"DT Swiss ARC 1400 DiCut 62 Front Wheel - 700,QR x 100mm,Black",FRONT-WHEEL
e512553f55b14654a58295feb865564b,"DT Swiss XRC 1501 SPLINE ONE Front Wheel - 29"",15 x 110mm Boost,Center Lock,Black",FRONT-WHEEL
1dbe2f87e4de4cd082273477c7447d41,"DT Swiss XRC 1200 Spline 30 Front Wheel - 29"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
c3927d8e56074b428527c58a7bca92bf,"DT Swiss XRC 1200 Spline 25 Front Wheel: 29"",15 x 110mm Boost,Centerlock",FRONT-WHEEL
3aabe4ad35d8476b98d50ff73cb721a2,"DT Swiss XR 1700 SPLINE Front Wheel - 29"",15 x 110mm Boost,Center Lock,Black",FRONT-WHEEL
807d017e9aae4ccea8b70d269ebe3f1c,"DT Swiss XMC 1501 SPLINE ONE Front Wheel - 29"",15 x 110mm Boost,Center Lock,Black",FRONT-WHEEL
c185839ba1734bd59949321ae0f4362f,"DT Swiss XMC 1501 SPLINE ONE Front Wheel - 27.5"",15 x 110mm Boost,Center Lock,Black",FRONT-WHEEL
0de4bd620c97461d82a139563b45a30f,"DT Swiss XMC 1200 Spline 30 Front Wheel: 29"",15 x 110mm Boost,Center-Lock/6-Bolt,Black",FRONT-WHEEL
385fc74d84054a20b169320a0a0d8244,"DT Swiss XMC 1200 Spline 30 Front Wheel: 27.5"",15 x 110mm Boost,Center-Lock/6-Bolt,Black",FRONT-WHEEL
39cdb5a131374de6a71ac50ca5ce9c04,"DT Swiss XM 1700 SPLINE Front Wheel - 29"",15 x 110mm Boost,Center Lock,Black",FRONT-WHEEL
6555bf675f704169b327a447e29435e8,"DT Swiss XM 1700 SPLINE Front Wheel - 27.5"",15 x 110mm Boost,Center Lock,Black",FRONT-WHEEL
e47b15bc5672429cb4c80d845575f907,"DT Swiss M 1900 Spline Front Wheel - 29"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
94cbfac6a5ca43eb998a51fa66db82d7,"DT Swiss M 1900 Spline Front Wheel - 29"",15 x 110mm Boost,Road,Black",FRONT-WHEEL
58bd518963734c8191127a6a1aa3f4fc,"DT Swiss M 1900 Spline 30 Front Wheel - 29"",15 x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
9f7ee91b5d5a48bc8041a02dd9813f07,"DT Swiss M 1900 Spline 30 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
d0fa35e295294dcb9774e0e4b47c16b0,"DT Swiss M 1900 Spline 30 Front Wheel - 27.5"",15 x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
eca22ac056ae496585afdac0178c8e6e,"DT Swiss M 1900 Spline 25 Front Wheel - 29"",15 x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
3316c675c7bd4672910ad279ba42c5f5,"DT Swiss M 1900 Spline 25 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
602eb7d094374a13848000e55a72bd34,"DT Swiss M 1900 Spline 25 Front Wheel - 27.5"",15 x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
fdcd6471d1f04acdbd773cb11394a747,"DT Swiss M 1700 Spline 35 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
96f1e854c25d40d5b3fd92e81e090246,"DT Swiss M 1700 Spline 30 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
4353928fc9f34551bab6ab8cfb71d1fb,"DT Swiss M 1700 Spline 25 Front Wheel - 29"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
359394dd7acf43ffa4be999e48b9a682,"DT Swiss HX 1501 Spline One 35 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt,Black,Ebike",FRONT-WHEEL
5df9c451ffbc456b98a7f5c2ce4670e2,"DT Swiss HX 1501 Spline One 30 Front Wheel - 29"",15 x 110mm Boost,6-Bolt,Black,EBike",FRONT-WHEEL
85ae42c27d0446ff8975ced72dc24a30,"DT Swiss HX 1501 Spline One 30 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt,Black/Gray/Blue,Ebike",FRONT-WHEEL
ac01d184f5044331b99030626fea43fb,"DT Swiss H 1900 Spline Front Wheel - 29"",15 x 110mm Boost,6-Bolt,Black,Ebike",FRONT-WHEEL
dc08a3708f684d53a3bfd1d8c0e2a922,"DT Swiss H 1900 Spline Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt,Black,Ebike",FRONT-WHEEL
17afc123cf2145318ab51179b9358cf9,"DT Swiss H 1900 Spline 35 Front Wheel: 27.5"",15 x 110mm Boost,6-Bolt,Black,Ebike",FRONT-WHEEL
5ecec6886f3d4afeb6ea49099c106557,"DT Swiss H 1700 Spline 30 Front Wheel: 29"",15 x 110mm Boost,6-Bolt,Black,Ebike",FRONT-WHEEL
793df7bccb964568b68c0f95bf008865,"DT Swiss H 1700 Spline 30 Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt ,Black/Gray/Blue,Ebike",FRONT-WHEEL
7b32741cb99845c79a36081b4c48f866,"DT Swiss EXC 1501 SPLINE ONE Front Wheel - 29"",15 x 110mm Boost,6-Bolt,Black",FRONT-WHEEL
7a969da67ca64edabba3142f0d40029b,"DT Swiss EXC 1501 SPLINE ONE Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt,Black",FRONT-WHEEL
040e9a7d94b54cc88882b9a936553599,"DT Swiss EXC 1200 Spline 35 Front Wheel - 27.5"",15 x 110mm Boost,Center-Lock,Black",FRONT-WHEEL
929794ed90b9480aa882917e9a3eb7f6,"DT Swiss EXC 1200 Spline 30 Front Wheel - 29"",15 x 110mm Boost,Center-Lock,Black",FRONT-WHEEL
b209b4cf03714afba8abb1dc3cda9110,"DT Swiss EX 1700 SPLINE Front Wheel - 29"",15 x 110mm Boost,6-Bolt,Black",FRONT-WHEEL
2a4b01dc4495407b8242603524d18f0c,"DT Swiss EX 1700 SPLINE Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt,Black",FRONT-WHEEL
d55951a9c4e6443496a37cd31b5a0991,"DT Swiss EX 1501 Spline One 25 Front Wheel - 27.5"",15 x 110mm Boost ,6-Bolt/Center-Lock,Black/Gray/Red",FRONT-WHEEL
0bce7ea805b643c8b33c8596bb1b7b43,"DT Swiss EX 1501 Spline One 25 Front Wheel - 27.5"",15 x 100mm,6-Bolt/Center-Lock,Black/Gray/Red",FRONT-WHEEL
1bd704160d6246a7a1563ff6dffa0ab9,"DT Swiss E1900 25 Spline Front Wheel: 29"",15x100mm Thru Axle,Center Lock Disc",FRONT-WHEEL
eb47a24c06a546d39c60a296602027e5,"DT Swiss E 1900 Spline Front Wheel - 29"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
75ddcfd74e4f4022b868169cb975a7c8,"DT Swiss E 1900 Spline Front Wheel - 29"",15 x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
f5e387108f0d4721beefd58eafdc929f,"DT Swiss E 1900 Spline Front Wheel - 27.5"",15 x 110mm Boost,6-Bolt/Center-Lock,Black",FRONT-WHEEL
b1fa4563d55f453ba4150cec7f79a13e,"DT Swiss E 1900 Spline 30 Front Wheel - 27.5"",15 x 100mm,6-Bolt/Center-Lock,Black",FRONT-WHEEL
48bd7613434442459130173ea38ec9b7,"DT Swiss Big Ride Front Wheel - 26"",15 x 150mm,Center-Lock,Black/White,Clincher",FRONT-WHEEL
1a7157df61ed4d318da64252722afe4a,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5 Carbon,SLATE/STEALTH",FRONT-WHEEL
52d5871bd0bc44cd9af1366fce6be0fc,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5 Carbon,SILVER/STEALTH",FRONT-WHEEL
c768119167d14edda08649e8460a096d,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SLATE/YELLOW",FRONT-WHEEL
4765f1b1abb1461592272836033f5c15,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SILVER/YELLOW",FRONT-WHEEL
4fc7d1f316b04bf7aa804567f6848e56,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SLATE/ORANGE",FRONT-WHEEL
cc7c055d556442d89e387f001ee134d2,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SILVER/ORANGE",FRONT-WHEEL
331b1194a93340b4886a636ce3c56c9c,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SLATE/RS RED",FRONT-WHEEL
39e00fc5aa6342689ea3f86f3b14e138,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SILVER/RS RED",FRONT-WHEEL
cfabec83958f4c27af70eb73122fbf3f,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5 Carbon,SLATE/BLUE",FRONT-WHEEL
4d3ad7647c5c43d1b4a8241eeb5a0475,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5 Carbon,SILVER/BLUE",FRONT-WHEEL
ea73473d4b3d49098bca8182f218a1d9,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SLATE/SILVER",FRONT-WHEEL
92d16b204b36439f9274b29b12ff8ddc,"Zipp 3ZERO MOTO Disc 6-bolt Boost 27.5,Carbon,SILVER",FRONT-WHEEL
d834b2200ab647f3b865d900dc555f14,ZIPP Super-9 Disc Carbon Clincher Track,FRONT-WHEEL
ec4f24f18d0547e1b3494400da22644e,ZIPP Super-9 Disc Tubular Track,FRONT-WHEEL
a81c8553a0fb487c8fd5f3bd87fd343d,ZIPP Super-9 Track Tubular Disc AUS,FRONT-WHEEL
41975187ccbe46a0a5b439701f138c90,ZIPP Super-9 Carbon Tubular Disc-brake Disc,FRONT-WHEEL
0325ac541dca4cccbff6028af90310cb,ZIPP Super-9 Carbon Tubeless Disc-brake Disc,FRONT-WHEEL
7b521878e380461faaeb2338563be13d,ZIPP Super-9 Carbon Tubeless Rim-brake Disc,FRONT-WHEEL
55479ff113ba440ca454bef95deb0ca9,ZIPP Super-9 Carbon Tubular Rim-brake Disc,FRONT-WHEEL
5eb73e1cd254486eb58c78dceb99a890,ZIPP 303 S Carbon Tubeless Disc-brake,FRONT-WHEEL
0c3fbdfe9af2450aaae3b6c8272c8262,ZIPP 303 NSW Carbon Tubeless Rim-brake,FRONT-WHEEL
fe54786420a3455795517d1a1b50f9ec,ZIPP 303 Firecrest Carbon Tubular Rim-brake,FRONT-WHEEL
6d8a7213a4b1473cad557a962e49fb09,ZIPP 303 Firecrest Carbon Tubeless Rim-brake,FRONT-WHEEL
a67a9b44a2b44d4f84fe380b17503000,ZIPP 303 Firecrest Carbon Tubeless Disc-brake,FRONT-WHEEL
b85d4b5dfd5243c48197dcbe55f42df1,ZIPP 303 Firecrest Carbon Tubular Disc-brake,FRONT-WHEEL
ff910f72ebcf40329ed52b17259211cd,ZIPP 303 Firecrest 650b Carbon Tubeless Disc-brake,FRONT-WHEEL
9abd32c9851648bfbc43a66482a531c3,ZIPP 30 Course Clincher Tubeless Rim-brake,FRONT-WHEEL
1733bc0bd3124385a559a3d939be834a,ZIPP 30 Course Clincher Tubeless Disc-brake,FRONT-WHEEL
ffe6b3fe0cd5435d9745545a59814deb,"ZIPP 808 Firecrest Carbon Tubeless Rim-brake,Sram XDR",FRONT-WHEEL
14a2c7c1bcba4c379ef4e44dd5cd083d,ZIPP 808 NSW Carbon Tubeless Rim-brake,FRONT-WHEEL
f7ec93e5452046499047c24a41011d86,ZIPP 808 Firecrest Carbon Tubeless Disc-brake,FRONT-WHEEL
44aaf27475f64c6782261b543495fcc4,"ZIPP 808 Firecrest Carbon Tubeless Rim-brake,Shimano",FRONT-WHEEL
cbe507d69cd94f02bfaeb1ed1e96037c,ZIPP 454 NSW Carbon Tubeless Rim-brake,FRONT-WHEEL
0dfbb079e679454db902ece4ace8b9a9,ZIPP 404 Firecrest Carbon Tubeless Disc-brake,FRONT-WHEEL
bd56a67026ae425380817271d0cbc220,ZIPP 404 NSW Carbon Tubeless Rim-brake,FRONT-WHEEL
e7280abda7794c8381cc0d61ce0b081f,ZIPP 404 Firecrest Carbon Tubeless Rim-brake,FRONT-WHEEL
46993dc6196944a58b1767a3af9edd1d,ZIPP 454 NSW Carbon Tubular Rim-brake,FRONT-WHEEL
af273eab86b24957a594dbcc82a045ec,ZIPP 454 NSW Carbon Tubeless Disc-brake,FRONT-WHEEL
045154b9a73a4f8ca40dd48bc8101faf,ZIPP 404 NSW Carbon Tubeless Disc-brake,FRONT-WHEEL
30cb48fbd6a046a9b61245abf04a7786,ZIPP 454 NSW Carbon Tubular Disc-brake,FRONT-WHEEL
